PMID	Mesh	Concept	TREE
1842897	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
1842897	Ganglia, Spinal	D005727	A08.340.390.340;A08.800.350.340;A08.800.800.720.725.350
1842897	Acrylamide	D020106	D02.065.122.015;D02.241.081.069.094.015
1842897	Gait	D005684	E01.370.600.250;G11.427.590.530.389
1842897	Myelin Sheath	D009186	A08.637.600.500;A08.637.800.500;A08.663.542.512.560;A08.800.800.690.500;A10.755.503;A11.284.149.165.600;A11.650.600.500;A11.650.800.500;A11.671.514.553
1842897	Sural Nerve	D013497	A08.800.800.720.450.760.820.820
1842897	Urination	D014554	G08.852.796.877
1842897	Muscle Tonus	D009129	G11.427.565
1842897	Pathology, Clinical	D010338	H02.403.650.500
1842897	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
1842897	A 7	C020846	C0163299
1842897	Nervous System	D009420	A08
1842897	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
1842897	Axons	D001369	A08.663.542.145;A11.284.180.075;A11.671.137
1842897	Brain Stem	D001933	A08.186.211.132
1842897	Spinal Cord	D013116	A08.186.854
1842897	Motor Activity	D009043	F01.145.632;G11.427.590.530.698
1842897	Posture	D011187	G11.427.695
1842897	Incoordination	D001259	C10.597.350.090;C23.888.592.350.090
1842897	Inflammation	D007249	C23.550.470
1842897	Hand Strength	D018737	E01.370.600.425.500;G11.427.560.500
11390169	Female	D005260	C0015780
11390169	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11390169	Rats	D051381	C0034721
11390169	Animals	D000818	C0003062
11390169	Pseudopregnancy	D011555	G08.686.785.760.769.887
11390169	1,3-butadiene diepoxide	C534684	C2607737
11390169	1,3-butadiene	C031763	C0043902
11390169	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
11390169	Pituitary Adenylate Cyclase-Activating Polypeptide	D051219	D12.644.276.860.887;D12.644.400.625;D12.776.467.860.887;D12.776.641.600.887;D12.776.641.650.625;D23.529.850.887
11390169	Progesterone	D011374	D04.808.745.745.654.829;D06.472.334.734.623;D06.472.334.851.687.750
11390169	NOS2 protein, human	C496319	C0669372
11390169	Nitric Oxide Synthase Type II	D052247	D08.811.682.664.500.772.500
11390169	Matrix Metalloproteinase 9	D020780	D08.811.277.656.300.480.205.360;D08.811.277.656.300.480.252.445;D08.811.277.656.300.480.525.700.350;D08.811.277.656.675.374.205.360;D08.811.277.656.675.374.252.445;D08.811.277.656.675.374.525.700.350
11390169	Deciduoma	D033301	A05.360.319.679.490.373.500;A16.710.289.500
11390169	erythritol anhydride	C007366	C0059541
11390169	Nitric Oxide	D009569	D01.339.387;D01.625.550.500;D01.625.700.500;D01.650.550.587.600
11390169	Adenylate Cyclase	D000262	D08.811.520.650.200;D12.644.360.050;D12.776.476.050
11390169	estrogen receptor alpha, human	C506487	C1521863
11390169	Estrogen Receptor alpha	D047628	D12.776.260.698.750.350.174;D12.776.826.750.350.174;D12.776.930.669.750.350.174
11390169	Weight Loss	D015431	C23.888.144.243.963;G07.700.320.249.314.120.200.963
11390169	Synthetic Rubber	D020724	D25.720.327;J01.637.051.720.327;J01.637.412
11390169	Vasodilation	D014664	G09.330.190.400.925
11390169	Needles	D009339	E07.612
11390169	Capillary Permeability	D002199	G03.495.166.330;G09.330.165
11390169	Decidua	D003656	A05.360.319.679.490.373;A16.710.289
11390169	Epoxy Compounds	D004852	D02.355.291.411
11390169	Butadienes	D002070	D02.455.326.271.665.146.240
11390169	Uterus	D014599	A05.360.319.679
11390169	Western Blotting	D015153	E05.196.401.143;E05.301.300.096;E05.393.525.262;E05.478.566.320.200;E05.601.495.320.200
11390169	DNA	D004247	D13.444.308
11390169	Extracellular Matrix	D005109	A11.284.295.310
11390169	RNA, Messenger	D012333	D13.444.735.544
11390169	Polymerase Chain Reaction	D016133	E05.393.620.500
12197274	Mercury	D008628	D01.268.556.504;D01.268.956.437;D01.552.544.504
12197274	Threshold Limit Values	D020711	N03.706.615.917;N06.850.460.350.600.807
12197274	Creatinine	D003404	D03.383.129.308.207
12197274	beta 2-Microglobulin	D001613	D12.776.124.790.223.100;D12.776.377.715.182.100
12197274	Retinol-Binding Proteins	D012177	D12.776.157.700
12197274	Chlorine	D002713	D01.268.380.150;D01.362.225
12197274	Fibronectins	D005353	D12.776.377.715.390;D12.776.395.550.350;D12.776.543.550.350;D12.776.860.300.450
12197274	Reaction Time	D011930	F02.830.650;F04.669.817;G11.561.677
12197274	Acetylglucosaminidase	D000118	D08.811.277.450.483.180.500
12197274	Sodium	D012964	D01.268.549.750;D01.552.528.850
12197274	Alkali	D000468	D01.045
12197274	Glucosaminidase	D006596	D08.811.277.450.483
12197274	Sodium Hydroxide	D012972	D01.045.250.750;D01.455.824;D01.857.745
12197274	Control Groups	D035061	E05.318.780.074;E05.581.500.149
12197274	Molecular Weight	D008970	G02.842.580
12197274	Nebraska	D009329	Z01.107.567.875.510.520
12197274	Microvilli	D008871	A11.284.180.565
12197274	Occupational Exposure	D016273	N06.850.460.350.600
12197274	Chemical Industry	D002617	J01.576.207
12197274	Kidney	D007668	A05.810.453
12197274	Questionnaire	D011795	E05.318.308.750;L01.280.800;N05.715.360.300.695;N06.850.520.308.750
12197274	Albumins	D000418	D12.776.034
12197274	Immune System	D007107	A15.382
12197274	Nervous System	D009420	A08
12197274	Demography	D003710	I01.240;N01.224;N06.850.505.400
12197274	Spectrum Analysis	D013057	E05.196.867
12197274	Mercury	D008628	D01.268.556.504;D01.268.956.437;D01.552.544.504
12197274	Threshold Limit Values	D020711	N03.706.615.917;N06.850.460.350.600.807
12197274	Creatinine	D003404	D03.383.129.308.207
12197274	beta 2-Microglobulin	D001613	D12.776.124.790.223.100;D12.776.377.715.182.100
12197274	Retinol-Binding Proteins	D012177	D12.776.157.700
12197274	Chlorine	D002713	D01.268.380.150;D01.362.225
12197274	Fibronectins	D005353	D12.776.377.715.390;D12.776.395.550.350;D12.776.543.550.350;D12.776.860.300.450
12197274	Reaction Time	D011930	F02.830.650;F04.669.817;G11.561.677
12197274	Acetylglucosaminidase	D000118	D08.811.277.450.483.180.500
12197274	Sodium	D012964	D01.268.549.750;D01.552.528.850
12197274	Alkali	D000468	D01.045
12197274	Glucosaminidase	D006596	D08.811.277.450.483
12197274	Sodium Hydroxide	D012972	D01.045.250.750;D01.455.824;D01.857.745
12197274	Control Groups	D035061	E05.318.780.074;E05.581.500.149
12197274	Molecular Weight	D008970	G02.842.580
12197274	Nebraska	D009329	Z01.107.567.875.510.520
12197274	Microvilli	D008871	A11.284.180.565
12197274	Occupational Exposure	D016273	N06.850.460.350.600
12197274	Chemical Industry	D002617	J01.576.207
12197274	Kidney	D007668	A05.810.453
12197274	Questionnaire	D011795	E05.318.308.750;L01.280.800;N05.715.360.300.695;N06.850.520.308.750
12197274	Albumins	D000418	D12.776.034
12197274	Immune System	D007107	A15.382
12197274	Nervous System	D009420	A08
12197274	Demography	D003710	I01.240;N01.224;N06.850.505.400
12197274	Spectrum Analysis	D013057	E05.196.867
18925303	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
18925303	Non-alcoholic Fatty Liver Disease	C541083	C0400966
18925303	Sweetener	D013549	D27.720.364.609;D27.720.888;J02.500.512.400.700
18925303	Cola	D030221	B01.650.940.800.575.100.915.166
18925303	Coca	D003041	B01.650.940.800.575.100.346.500
18925303	Coke	D003077	D20.345.108.110;N06.230.132.258.108.110
18925303	Insulin Resistance	D007333	C18.452.394.968.500;G07.690.320.617
18925303	Risk Factors	D012307	E05.318.740.600.800.725;N05.715.350.200.700;N05.715.360.750.625.700.700;N06.850.490.625.750;N06.850.520.830.600.800.725
18925303	Insulin	D007328	D06.472.699.587.200.500.625;D12.644.548.586.200.500.625
18925303	Lipid Peroxidation	D015227	G02.111.087.520;G02.149.115.520;G03.495.335.531.587
18925303	Malondialdehyde	D008315	D02.047.700
18925303	Nutritionists	D064686	M01.526.485.067.676;N02.360.067.676
18925303	Fruit	D005638	A18.024.500;J02.500.562
18925303	Fatty Liver	D005234	C06.552.241
18925303	Soft Drinks	D002253	J02.200.300
18925303	Obesity	D009765	C18.654.726.500;C23.888.144.699.500;E01.370.600.115.100.160.120.699.500;G07.100.100.160.120.699.500
18925303	Dietary Habits	D005510	F01.145.407.432;F01.145.466.349
18925303	Diet	D004032	G07.610.240
18925303	Diabetes Mellitus	D003920	C18.452.394.750;C19.246
18925303	Hyperlipidemias	D006949	C18.452.584.500.500
18925303	Questionnaire	D011795	E05.318.308.750;L01.280.800;N05.715.360.300.695;N06.850.520.308.750
18925303	Carbohydrates	D002241	D09
18925303	Motor Activity	D009043	F01.145.632;G11.427.590.530.698
18925303	Homeostasis	D006706	G07.700.345
10416287	Rats	D051381	C0034721
10416287	Animals	D000818	C0003062
10416287	Cocaine	D003042	D02.145.074.722.388;D03.132.889.354;D03.605.869.388;D04.075.080.875.099.722.388
10416287	Multiple Chemical Sensitivity	D018777	C20.543.312.500;C21.223.500
10416287	Odors	D009812	G16.500.275.640;N06.230.480
10416287	Formaldehyde poisoning	C537268	C0452122
10416287	orange oil	C087245	C0254751
10416287	Conditioning	D003213	F02.463.425.179
10416287	Conditioning, Classical	D003214	F02.463.425.179.308
10416287	Formaldehyde	D005557	D02.047.407
10416287	Respiratory Hypersensitivity	D012130	C08.674;C20.543.480.680
10416287	Plant Oils	D010938	D10.627.700;D20.215.784.750
10416287	Fear	D005239	F01.470.361
10416287	Animal Model	D023421	E05.598
10416287	Dopaminergic Drugs	D015259	D27.505.519.625.150;D27.505.696.577.150
10416287	Motor Activity	D009043	F01.145.632;G11.427.590.530.698
10416287	Nervous System	D009420	A08
10416287	Street Drugs	D013287	D26.878
18572857	Male	D008297	C0024554
18572857	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
18572857	Rats	D051381	C0034721
18572857	Animals	D000818	C0003062
18572857	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
18572857	Leydig Cells	D007985	A05.360.444.849.513;A06.407.312.782.513;A11.382.906;A11.436.513
18572857	Testosterone	D013739	D04.808.054.079.429.824;D06.472.334.851.968.984
18572857	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
18572857	Alkaline Phosphatase	D000469	D08.811.277.352.650.035
18572857	Sincalide	D012844	D06.472.317.152.700;D12.644.120.700
18572857	Acid Phosphatase	D000135	D08.811.277.352.650.025
18572857	Acrylamide	D020106	D02.065.122.015;D02.241.081.069.094.015
18572857	Sperm	D013094	A05.360.490.890;A11.497.760
18572857	Sperm Motility	D013081	E01.370.225.992.812;E05.200.992.812;G04.299.283.750
18572857	Hindlimb	D006614	A13.473
18572857	physiology	C0031843	
18572857	enzymology	C0014445	
19436030	United States	D014481	Z01.107.567.875
19436030	Formaldehyde poisoning	C537268	C0452122
19436030	Risk	D012306	E05.318.740.600.800;G17.680.750;N05.715.360.750.625.700;N06.850.520.830.600.800
19436030	National Cancer Institute (U.S.)	D054547	I01.409.137.500.600.480.150;N03.540.348.500.500.600.480.150
19436030	Confidence Intervals	D016001	E05.318.740.275;N05.715.360.750.220;N06.850.520.830.275
19436030	Hodgkin Disease	D006689	C04.557.386.355;C15.604.515.569.355;C20.683.515.761.355
19436030	Multiple Myeloma	D009101	C04.557.595.500;C14.907.454.460;C15.378.147.780.650;C15.378.463.515.460;C20.683.515.845;C20.683.780.650
19436030	Follow-Up Studies	D005500	E05.318.760.500.750.500.350;N05.715.360.775.175.250.350;N06.850.520.450.500.750.350
19436030	Formaldehyde	D005557	D02.047.407
19436030	Respiratory Hypersensitivity	D012130	C08.674;C20.543.480.680
19436030	Leukemia	D007938	C04.557.337
19436030	Neoplasms	D009369	C04
19436030	Myeloid Leukemia	D007951	C04.557.337.539
9693782	Rats	D051381	C0034721
9693782	Animals	D000818	C0003062
9693782	Chlorpyrifos	D004390	D02.705.400.625.100;D02.705.539.345.100;D02.886.300.692.100
9693782	Neurogenesis	D055495	G04.299.151.912;G07.700.320.500.325.377.687;G08.686.785.760.170.450.500
9693782	Brain	D001921	A08.186.211
9693782	Brain Stem	D001933	A08.186.211.132
9693782	Prosencephalon	D016548	A08.186.211.730
9693782	Cerebellum	D002531	A08.186.211.132.810.428.200;A08.186.211.865.428.200
9693782	DNA	D004247	D13.444.308
9693782	Cell Number	D002452	E01.370.225.500.195;E05.200.500.195;E05.242.195;G04.170
9693782	RNA	D012313	D13.444.735
9693782	Cholinesterases	D002802	D08.811.277.352.100.170
9693782	Cholinergic Agents	D018678	D27.505.519.625.120;D27.505.696.577.120
9179723	Female	D005260	C0015780
9179723	Male	D008297	C0024554
9179723	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
9179723	Rats	D051381	C0034721
9179723	Animals	D000818	C0003062
9179723	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
9179723	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
9179723	No-Observed-Adverse-Effect Level	D019055	E05.940.600;G07.690.620
9179723	Weight Loss	D015431	C23.888.144.243.963;G07.700.320.249.314.120.200.963
9179723	Control Groups	D035061	E05.318.780.074;E05.581.500.149
9179723	Reproduction	D012098	G08.686.785.760
9179723	Lactation	D007774	G08.686.702.500;G08.686.785.420
9179723	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
9179723	Liver	D008099	A03.620
9179723	Reflex	D012018	E01.370.376.550.650;E01.370.600.550.650;F02.830.702;G11.561.600.765
9179723	Ethers	D004987	D02.355
11759570	Animals	D000818	B01.050
11759570	Female	D005260	C0015780
11759570	Male	D008297	C0024554
11759570	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11759570	Endocrine Disruptors	D052244	D27.505.696.353;D27.888.141
11759570	octylphenol	C474055	C1258354
11759570	tributyltin	C011559	C0077024
11759570	Cyproterone Acetate	D017373	D04.808.745.432.219.150;D04.808.883.419.150
11759570	triphenyltin	C030665	C0077259
11759570	Androgens	D000728	D27.505.696.399.472.161
11759570	bisphenol A	C006780	C0053800
11759570	Methyltestosterone	D008777	D04.808.054.079.429.824.664
11759570	Gastropoda	D049851	B01.050.500.644.400
11759570	Ethinyl Estradiol	D004997	D04.808.668.651.568.291;D06.472.334.851.437.968.500
11759570	Estrogens	D004967	D27.505.696.399.472.277
11759570	vinclozolin	C025643	C0078245
11759570	Antiandrogens	D000726	D06.347.065;D27.505.696.399.450.065
11759570	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
11759570	Prostate	D011467	A05.360.444.575;A10.336.707
11759570	Orchitis	D009920	C12.294.829.493;C19.391.829.493
11759570	Hyperplasia	D006965	C23.550.444
11759570	Leydig Cells	D007985	A05.360.444.849.513;A06.407.312.782.513;A11.382.906;A11.436.513
11759570	Sexual Maturation	D012741	G07.700.320.750.750;G08.686.785.880.750
11759570	Phenols	D010636	D02.455.426.559.389.657
11759570	Trialkyltin Compounds	D014220	D02.691.850.900
11759570	Organotin Compounds	D009947	D02.691.850
11759570	Benzhydryl Compounds	D001559	D02.455.426.559.389.115
11759570	Oxazoles	D010080	D03.383.129.462
11759570	Snails	D012908	B01.050.500.644.400.750
11759570	Fresh Water	D005618	G16.500.275.280;N06.230.232
11759570	Spermatogenesis	D013091	G04.299.151.650.624;G08.686.785.760.310.760
11759570	Fecundity	D005298	G08.686.210
11759570	Penis	D010413	A05.360.444.492
11759570	Virilism	D014770	C23.888.971
8398878	hard metal	C080121	C0214184
8398878	cobalt oxide	C060728	C0056025
8398878	Cobalt	D003035	D01.268.556.185;D01.268.956.155;D01.552.544.185
8398878	Forced Expiratory Volume	D005541	E01.370.386.700.660.230;G09.772.650.430
8398878	Dust	D004391	D20.633.222
8398878	tungsten carbide	C002802	C0077514
8398878	titanium carbide	C096521	C0383414
8398878	Iron	D007501	D01.268.556.412;D01.268.956.287;D01.552.544.412
8398878	Respiratory Sounds	D012135	C23.888.852.779;E01.370.386.720;G09.772.775
8398878	Asthma	D001249	C08.127.108;C08.381.495.108;C08.674.095;C20.543.480.680.095
8398878	Cross-Sectional Studies	D003430	E05.318.760.500.875;N05.715.360.775.175.275;N06.850.520.450.500.875
8398878	Control Groups	D035061	E05.318.780.074;E05.581.500.149
8398878	Salts	D012492	D01.786
8398878	Carbon Monoxide	D002248	D01.200.250;D01.362.200;D01.650.550.250
8398878	Creatine Kinase, MB Form	D052279	D08.811.913.696.640.150.625
8398878	Procollagen	D011347	D12.776.811.690;D12.776.860.300.250.600
8398878	Silica	D012822	D01.578.750;D01.650.550.825;D01.837.725
8398878	Workplace	D017132	N01.824.245.925;N04.452.677.975
8398878	Prevalence	D015995	E05.318.308.985.525.750;L01.280.975.525.750;N01.224.935.597.750;N06.850.505.400.975.525.750;N06.850.520.308.985.525.750
8398878	Thyroid Gland	D013961	A06.407.900
8398878	Diamond	D018130	D01.268.150.200
8398878	Logistic Models	D016015	E05.318.740.500.525;E05.318.740.600.800.450;E05.318.740.750.450;E05.599.835.875;N05.715.360.750.530.480;N05.715.360.750.625.700.450;N05.715.360.750.695.470;N06.850.520.830.500.525;N06.850.520.830.600.800.450;N06.850.520.830.750.450
8398878	Bone Marrow	D001853	A15.382.216
8398878	Tungsten	D014414	D01.268.556.887;D01.268.956.882;D01.552.544.887
8398878	Alloys	D000497	D01.552.033;D25.058;J01.637.051.058
8398878	Tungsten Compounds	D017973	D01.940
8398878	Vital Capacity	D014797	E01.370.386.700.485.750.900;G09.772.850.970
8398878	Oxides	D010087	D01.248.497.158.685;D01.650.550
8398878	Titanium	D014025	D01.268.557.800;D01.268.956.878;D01.552.547.800
8398878	Pulmonary Fibrosis	D011658	C08.381.765
8398878	Eczema	D004485	C17.800.174.620;C17.800.815.620
8398878	Red Blood Cells	D004912	A11.118.290;A11.443.240;A15.145.229.334
8398878	Erythema	D004890	C17.800.229
8398878	Cell Count	D002452	E01.370.225.500.195;E05.200.500.195;E05.242.195;G04.170
8398878	Cell Size	D048429	G04.325
8398878	Peptides	D010455	D12.644
11896293	Pregnancy	D011247	G08.686.785.760.769
11896293	Female	D005260	C0015780
11896293	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11896293	Rats	D051381	C0034721
11896293	Animals	D000818	C0003062
11896293	Rats, Long-Evans	D020318	B01.050.150.900.649.865.635.505.700.500
11896293	Litter Size	D008098	G08.686.530;G08.686.785.760.769.498.300
11896293	Metallothionein	D008668	D12.776.556.670
11896293	Mercury	D008628	D01.268.556.504;D01.268.956.437;D01.552.544.504
11896293	Inhalation Exposure	D019570	N06.850.460.350.112
11896293	Alkaline Phosphatase	D000469	D08.811.277.352.650.035
11896293	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
11896293	Urinalysis	D016482	E01.370.225.124.810;E01.370.390.810;E05.200.124.810
11896293	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
11896293	Reproduction	D012098	G08.686.785.760
11896293	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
11896293	Kidney	D007668	A05.810.453
11896293	Liver	D008099	A03.620
11896293	Placenta	D010920	A16.710
11896293	Brain	D001921	A08.186.211
11896293	Tissues, Fetal	D005333	A16.378
3612528	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
3612528	Male	D008297	C0024554
3612528	United States	D014481	Z01.107.567.875
3612528	Rats	D051381	C0034721
3612528	Animals	D000818	C0003062
3612528	n-butoxyethanol	C017096	C0067869
3612528	Rats, Inbred F344	D011916	B01.050.050.157.760.200;B01.050.050.199.520.760.200;B01.050.150.900.649.865.635.505.700.400.200
3612528	n-butoxyacetaldehyde	C053320	C0067867
3612528	Cyanamide	D003484	D01.625.400.100.150;D02.491.203.362
3612528	Hemoglobinuria	D006456	C12.777.934.734.634;C13.351.968.934.734.634;C23.888.942.750.634
3612528	Alcohol Dehydrogenase	D000426	D08.811.682.047.820.250
3612528	Ether	D004986	D02.355.417.332
3612528	Deuterium	D003903	D01.435.256;D01.496.289
3612528	Ethers	D004987	D02.355
3612528	Ethylene Glycols	D005026	D02.033.455.250
3612528	Acetaldehyde	D000079	D02.047.064
3612528	Anemia, Hemolytic	D000743	C15.378.071.141
3612528	n-butoxyacetic acid	C017095	C0067868
3612528	Glycolates	D006016	D02.241.081.018.386;D02.241.511.316
3612528	Aldehyde Dehydrogenase	D000444	D08.811.682.657.163.249
3612528	Pyrazoles	D011720	D03.383.129.539
3612528	Liver	D008099	A03.620
3612528	Sulfates	D013431	D01.248.497.158.845;D01.875.800.800.850
3612528	Activation, Metabolic	D001711	G03.495.244;G07.690.812.097;G07.700.680.097
3612528	Aerosols	D000336	D20.280.055;D26.255.165.055;D27.720.280.165.055
3612528	Chromatography, Liquid	D002853	E05.196.181.400
3612528	poisoning	C0032344	
3612528	etiology	C0015127	
3612528	therapy	C0039798	
3612528	analysis	C1524024	
3612528	urine	C0042037	
3612528	metabolism	C0025520	
9652546	Female	D005260	C0015780
9652546	Male	D008297	C0024554
9652546	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
9652546	Rats	D051381	C0034721
9652546	Animals	D000818	C0003062
9652546	Sexual Maturation	D012741	G07.700.320.750.750;G08.686.785.880.750
9652546	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
9652546	Birth Weight	D001724	C23.888.144.186;E01.370.600.115.100.160.120.186;E05.041.124.160.750.149;G07.100.100.160.120.186;G07.700.320.249.314.120.186
9652546	Estradiol	D004958	D04.808.365.415.248;D06.472.334.851.437.500
9652546	Testosterone	D013739	D04.808.054.079.429.824;D06.472.334.851.968.984
9652546	lead acetate	C008261	C0064711
9652546	Drinking Water	D060766	D01.455.900.300;D01.650.550.925.199;J02.200.418
9652546	Weaning	D014886	G07.610.220.500.750;G07.610.593.762;G07.700.620.762
9652546	Prostate	D011467	A05.360.444.575;A10.336.707
9652546	Sperm Count	D013076	E01.370.225.500.195.870;E01.370.225.992.624;E05.200.500.195.870;E05.200.992.624;E05.242.195.870;G04.170.870
9652546	Crowns	D003442	E06.323.428.100;E06.323.528.250;E06.780.345.250;E06.780.345.737.100;E07.695.190.190.150
9652546	Reproduction	D012098	G08.686.785.760
9652546	Luteinizing Hormone	D007986	D06.472.699.322.576.463;D06.472.699.631.525.343.463;D12.644.548.691.525.343.463
9652546	Organometallic Compounds	D009942	D02.691
9652546	Body Weight	D001835	C23.888.144;E01.370.600.115.100.160.120;E05.041.124.160.750;G07.100.100.160.120;G07.700.320.249.314.120
9652546	Estrus	D004971	G08.686.195.500
9652546	Metals	D008670	D01.552
11766123	Pregnancy	D011247	G08.686.785.760.769
11766123	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
11766123	Female	D005260	C0015780
11766123	United States	D014481	Z01.107.567.875
11766123	Rats	D051381	C0034721
11766123	Animals	D000818	C0003062
11766123	Trichloroacetic Acid	D014238	D02.241.081.018.214.750;D02.455.526.439.196.750
11766123	Dichloroacetic Acid	D003999	D02.241.081.018.214.500;D02.455.526.439.196.500
11766123	Trichloroethylene	D014241	D02.455.526.439.939
11766123	Rats, Sprague-Dawley	D017207	B01.050.150.900.649.865.635.505.700.750
11766123	Tretinoin	D014212	D02.455.326.271.665.202.495.818.500;D02.455.426.392.368.367.379.249.700.860.500;D02.455.849.131.495.818.800;D23.767.261.700.780
11766123	Soybean Oil	D013024	D10.212.302.380.800;D10.212.507.800;D10.627.700.880;D20.215.784.750.880;J02.500.375.400.750
11766123	Control Groups	D035061	E05.318.780.074;E05.581.500.149
11766123	Maternal Exposure	D018811	N06.850.460.350.145
11766123	Fetal Weight	D020567	C23.888.144.300;E01.370.600.115.100.160.120.300;E05.041.124.160.750.300;G07.100.100.160.120.300;G07.700.320.249.314.120.300;G07.700.320.500.325.235.937;G08.686.280
11766123	Teratology	D018600	H01.158.100.529.500;H01.158.273.200.350.500
11766123	Weight Gain	D015430	C23.888.144.243.926;G07.700.320.249.314.120.200.926
11766123	Formalin	D005557	D02.047.407
11766123	Water	D014867	D01.455.900;D01.650.550.925
11766123	Incidence	D015994	E05.318.308.985.525.375;L01.280.975.525.375;N01.224.935.597.500;N06.850.505.400.975.525.375;N06.850.520.308.985.525.375
11766123	Fetal Development	D047109	G07.700.320.500.325.235;G08.686.785.760.170.157
11766123	Fetus	D005333	A16.378
11766123	Hearts, Fetal	D005318	A07.541.278;A16.378.303
11766123	Heart	D006321	A07.541
11766123	Ground-Water	D060587	G01.311.355
11766123	abnormalities	C0000769	
12387356	manganese chloride	C025340	C0065642
12387356	manganese sulfate	C039798	C0065649
12387356	Manganese	D008345	D01.268.556.484;D01.268.956.374;D01.552.544.484
12387356	Glutamate-Aspartate Transporter	D027322	D12.776.157.530.200.249.500;D12.776.543.585.200.249.500
12387356	taurine transporter	C076500	C0171910
12387356	Metallothionein	D008668	D12.776.556.670
12387356	Astrocytes	D001253	A08.637.200;A11.650.200
12387356	manganese phosphate	C406182	C0771793
12387356	Soil	D012987	D20.721;G01.311.820;G16.500.275.815;N06.230.600
12387356	Aspartic Acid	D001224	D12.125.067.500;D12.125.119.170;D12.125.427.040
12387356	Oxidative Stress	D018384	G03.495.710;G07.700.830.750
12387356	mRNA	D012333	D13.444.735.544
12387356	Water	D014867	D01.455.900;D01.650.550.925
12387356	Solubility	D012995	G02.842.800
12387356	Goals	D006040	F01.658.500
12387356	Manganese Compounds	D017895	D01.530
12387356	Chlorides	D002712	D01.210.450.150;D01.248.497.158.215
12387356	Sulfates	D013431	D01.248.497.158.845;D01.875.800.800.850
12387356	Membrane Transport Proteins	D026901	D12.776.157.530;D12.776.543.585
12387356	Membrane Glycoproteins	D008562	D12.776.395.550;D12.776.543.550
12387356	Organometallic Compounds	D009942	D02.691
12387356	Brain	D001921	A08.186.211
12387356	Phosphates	D010710	D01.029.260.700.675.374;D01.248.497.158.730;D01.695.625.675.650
12387356	Air Pollution	D000397	N06.850.460.100
12387356	Environmental Exposure	D004781	N06.850.460.350
12387356	Glutamates	D005971	D12.125.067.625;D12.125.119.409
12387356	Neurotransmitter Agents	D018377	D27.505.519.625;D27.505.696.577
10906286	Male	D008297	C0024554
10906286	Humans	D006801	B01.050.150.900.649.801.400.112.400.400
10906286	Rats	D051381	C0034721
10906286	Animals	D000818	C0003062
10906286	Diethylhexyl Phthalate	D004051	D02.241.223.805.250
10906286	Sertoli Cells	D012708	A05.360.444.849.789;A11.382.952;A11.436.837
10906286	Testis	D013737	A05.360.444.849;A05.360.576.782;A06.407.312.782
10906286	phthalic acid	C032279	C0070968
10906286	2-ethylhexanol	C034017	C0046096
10906286	CCND2 protein, human	C080336	C0214570
10906286	Cyclin D2	D056742	D12.644.360.262.150.200;D12.776.167.218.150.200;D12.776.476.262.150.200
10906286	Cyclin D1	D019938	D12.644.360.262.150.100;D12.776.167.218.150.100;D12.776.476.262.150.100;D12.776.624.664.700.100
10906286	Cell Cycle Proteins	D018797	D12.776.167
10906286	mRNA	D012333	D13.444.735.544
10906286	Uridine	D014529	D03.383.742.680.852;D13.570.685.852;D13.570.800.892
10906286	Phthalic Acids	D010795	D02.241.223.805
10906286	Hexanols	D000441	D02.033.415.510;D02.033.480;D10.289.510
10906286	Cyclin-Dependent Kinase Inhibitor p27	D050760	D12.644.360.225.600;D12.776.167.187.600;D12.776.476.225.600;D12.776.624.776.355.600
10906286	Germ Cells	D005854	A05.360.490;A11.497
10906286	Cell Proliferation	D049109	G04.299.233.750;G07.700.320.249.410.750
